e122	10
e124	3
e125	10
e133	3
e134	4
e136	1
e138	8
e144	1
e146	3
e147	2
e148	5
e149	5
e153	5
e156	3
e165	8
e166	8
e167	9
e169	8
e182	11
e191	1
e200	9
e201	9
e202	8
e203	8
e204	7
e205	8
e206	7
e208	8
e209	8
e210	8
e215	8
e216	7
e220	10
e225	10
e226	11
e227	9
e228	11
e230	9
e232	16
e233	14
e235	9
e241	9
e242	8
e243	8
e257	10
e258	10
e259	10
e260	9
e261	9
e262	9
e302	9
e425	16
e427	10
e428	6
e457	16
e458	16
e460	16
e468	14
e469	7
e470	16
e471	12
e472	12
e474	12
e475	10
e478	13
e479	13
e480	12
e481	14
e486	15
e488	16
e489	16
e495	15
e496	16
e497	16
e498	16
e499	16
e501	16
e502	16
e566	2
e567	2
e569	2
e570	2
e571	5
e574	2
e577	2
e580	4
e581	3
e586	3
e589	3
e590	3
e591	3
e592	3
e593	3
e594	3
e600	7
e605	3
e608	2
e609	2
e610	3
e611	2
e676	2
e677	2
e681	3
e683	1
e684	1
e688	2
e695	2
e697	2
e702	2
e704	6
e705	6
e709	2
e718	7
e725	1
e738	2
e739	2
e741	1
e742	1
e743	4
e746	2
e748	2
e750	4
e751	4
e752	4
e753	4
e754	4
e755	4
e758	5
e759	5
e760	5
e761	5
e762	5
e763	5
e799	3
e801	2
e802	2
e806	2
e807	3
e808	3
e809	3
e817	2
e818	1
e821	2
e822	1
e824	10
e837	2
e839	1
e841	1
e844	1
e849	3
e850	3
e885	3
e887	1
e902	3
e903	1
e905	2
e906	2
e907	1
e908	3
e909	2
e915	1
e916	1
e941	1
e942	1
e949	3
e962	2
e965	2
e966	2
e967	3
e984	2
e985	2
e990	1
e1000	1
e1001	1
e1016	11
e1024	5
e1029	4
e1030	5
e1031	5
e1032	3
e1043	2
e1044	2
e1045	2
e1046	2
e1053	3
e1057	2
e1058	1
e1059	1
e1070	1
e1071	1
e1146	6
e1147	4
e1150	1
e1151	3
e1153	1
e1174	2
e1175	3
e1176	2
e1177	2
e1186	1
e1188	1
e1189	2
e1199	1
e1236	11
e1238	8
e1239	7
e1240	10
e1257	14
e1259	16
e1285	4
e1286	7
e1287	8
e1288	8
e1289	7
e1290	3
e1297	5
e1304	6
e1388	11
e1389	12
e1390	12
e1393	12
e1404	11
e1405	11
e1406	12
e1407	12
e1408	12
e1410	12
e1411	12
e1413	12
e1416	11
e1433	4
e1435	5
e1442	6
e1443	6
e1444	6
e1465	12
e1467	11
e1468	11
e1469	11
e1488	11
e1489	12
e1491	11
e1493	11
e1496	11
e1497	11
e1498	11
e1578	1
e1580	2
e1581	2
e1582	1
e1583	1
e1584	3
e1593	4
e1594	4
e1595	4
e1597	3
e1598	3
e1665	6
e1667	4
e1668	6
e1669	5
e1670	15
e1680	4
e1722	10
e1723	10
e1724	12
e1762	12
e1777	4
e1781	5
e1782	5
e1783	5
e1786	4
e1794	4
e1997	15
e1999	10
e2000	10
e2002	10
e2011	7
e2014	12
e2028	5
e2029	5
e2030	5
e2032	5
e2033	5
e2037	5
e2038	5
e2041	13
e2042	13
e2043	13
e2044	14
e2047	9
e2048	9
e2049	7
e2052	8
e2053	6
e2055	5
e2057	3
e2059	6
e2060	13
e2068	4
e2069	1
e2070	3
e2074	8
e2081	8
e2082	8
e2237	8
e2238	7
e2258	7
e2259	6
e2260	6
e2263	6
e2264	6
e2265	6
e2267	7
e2268	8
e2272	6
e2273	7
e2275	5
e2287	8
e2288	8
e2289	9
e2400	13
e2410	7
e2411	4
e2412	6
e2414	5
e2415	5
e2416	3
e2426	9
e2427	9
e2428	9
e2429	9
e2518	6
e2519	6
e2520	6
e2521	5
e2522	5
e2531	3
e2535	7
e2536	8
e2538	6
e2539	7
e2540	7
e2543	7
e2544	8
e2545	8
e2567	7
e2643	3
e2644	2
e2648	5
e2651	3
e2655	2
e2656	3
e2657	3
e2658	1
e2660	3
e2665	3
e2670	3
e2671	5
e2673	2
e2674	3
e2691	1
e2698	2
e2706	1
e2730	10
e2736	14
e2737	13
e2744	12
e2745	12
e2755	6
e2756	6
e2758	5
e2761	6
e2764	5
e2765	5
e2766	5
e2770	6
e2773	6
e2774	6
e2777	6
e2780	6
e2781	6
e2782	6
e2783	7
e2784	6
e2789	5
e2790	5
e2796	7
e2797	7
e2813	6
e2814	5
e2815	5
e2864	6
e2865	6
e2866	7
e2867	7
e2873	8
e2874	8
e2876	7
e2881	7
e2882	6
e2885	5
e2888	6
e2892	8
e2893	8
e2894	8
e2902	7
e2923	6
e2926	3
e2943	7
e2945	4
e2946	2
e2947	2
e2948	5
e2956	12
e2957	14
e2961	13
e2962	12
e2967	15
e2968	14
e2970	15
