e2	14
e3	14
e4	13
e5	14
e6	14
e12	11
e13	13
e14	13
e16	13
e17	13
e18	13
e21	16
e22	16
e23	16
e24	15
e25	15
e26	15
e27	15
e30	13
e31	13
e36	9
e37	7
e38	1
e39	3
e40	2
e41	7
e42	1
e43	1
e44	6
e45	4
e46	4
e48	3
e52	5
e53	14
e56	7
e57	1
e58	2
e59	1
e60	6
e61	3
e64	4
e65	2
e66	2
e67	4
e68	4
e69	4
e70	5
e72	5
e73	5
e74	1
e75	1
e76	1
e77	6
e78	3
e79	3
e82	6
e83	6
e90	5
e91	10
e92	13
e93	6
e94	15
e95	15
e96	10
e97	10
e98	10
e101	7
e102	8
e103	6
e105	2
e106	8
e107	7
e108	15
e109	15
e110	16
e113	6
e114	6
e115	6
e117	4
e118	6
e119	8
e120	11
e122	11
e123	16
e124	16
e125	15
e127	10
e128	10
e129	7
e130	7
e131	7
e132	7
e133	7
e134	7
e135	6
e136	7
e137	7
e138	7
e142	5
e143	9
e144	7
e145	5
e146	1
e153	12
e154	15
e155	10
e156	10
e157	12
e158	12
e159	16
e160	9
e161	7
e162	9
e163	14
e164	13
e166	15
e167	15
e168	16
e169	12
e170	11
e171	15
e173	11
e174	11
e175	11
e176	11
e177	11
e178	14
e179	14
e180	14
e182	15
e184	16
e185	14
e186	14
e187	16
e188	16
e189	16
e190	12
e192	14
e193	16
e194	16
e195	15
e196	11
e205	7
e206	7
e207	8
e208	8
e211	2
e212	2
e214	2
e215	7
e218	5
e220	9
e221	9
e222	9
e223	9
e225	9
e226	9
e228	8
e229	8
e230	8
e232	7
e234	7
e235	7
e236	7
e238	7
e239	6
e240	7
e241	7
e245	5
e246	6
e247	6
e248	6
e249	6
e250	6
e252	8
e253	6
e254	9
e255	9
e256	9
e257	9
e258	9
e259	9
e260	10
e261	10
e262	10
e264	10
e265	8
e267	9
e268	8
e269	7
e273	8
e275	12
e276	12
e277	12
e278	14
e280	16
e281	13
e282	14
e283	15
e284	13
e285	13
e288	14
e290	14
e291	14
e295	3
e296	2
e298	7
e300	3
e301	3
e302	1
e303	16
e305	10
e306	9
e307	8
e308	10
e309	10
e310	9
e311	10
e314	7
e315	8
e318	14
e319	10
e321	9
e322	9
e324	9
e325	10
e327	13
e328	11
e329	16
e331	4
e334	4
e335	3
e336	4
e338	5
e339	5
e340	5
e341	6
e342	6
e343	3
e344	4
e345	3
e346	5
e347	8
e348	4
e349	1
e350	3
e351	3
e352	2
e355	2
e362	3
e363	1
e364	9
e369	3
e370	3
e371	2
e372	3
e374	4
e381	4
e382	2
e383	3
e387	3
e388	3
e389	3
e390	5
e391	5
e393	2
e394	3
e395	5
e397	5
e398	5
e399	5
e401	5
e402	2
e405	5
e406	5
e407	4
e408	5
e409	5
e410	5
e411	6
e412	5
e413	5
e414	6
e415	6
e416	5
e417	5
e418	5
e419	5
e420	4
e421	5
e422	5
e424	5
e425	6
e426	8
e427	8
e429	5
e430	4
e431	2
e432	1
e433	5
e434	3
e435	2
e436	2
e437	8
e440	4
e441	3
e442	4
e443	4
e444	2
e445	6
e446	4
e447	2
e454	2
e455	3
e456	2
e458	3
e459	1
e461	6
e462	6
e466	5
e467	3
e469	2
e470	2
e471	2
e472	2
e473	2
e475	6
e477	5
e478	5
e479	5
e481	8
e482	4
e484	5
e485	5
e486	5
e488	5
e491	4
e493	1
e494	3
e495	4
e496	4
e497	4
e498	3
e499	4
e500	4
e502	1
e503	2
e504	1
e505	2
e510	7
e511	10
e512	8
e513	12
e514	10
e516	10
e517	15
e518	11
e519	7
e520	7
e521	8
e522	5
e523	4
e526	3
e527	4
e529	3
e530	3
e531	3
e532	4
e533	4
e534	4
e535	2
e536	3
e537	4
e538	4
e539	4
e540	4
e541	4
e542	4
e544	4
e545	5
e546	4
e547	3
e548	4
e549	4
e550	4
e552	4
e553	4
e554	3
e556	3
e558	3
e559	3
e560	3
e561	3
e563	2
e565	1
e566	1
e567	2
e568	1
e570	6
e571	5
e573	1
e574	1
e575	1
e576	1
e577	1
e580	4
e581	4
e582	3
e583	4
e584	4
e585	4
e586	4
e587	4
e590	2
e592	2
e593	1
e594	2
e595	3
e596	2
e597	2
e598	2
e599	2
e600	3
e601	3
e602	2
e605	4
e606	3
e607	3
e611	12
e612	8
e613	6
e614	6
e615	8
e617	8
e618	15
e619	12
e620	15
e621	7
e622	14
e623	11
e625	10
e626	9
e627	11
e628	14
e629	13
e630	8
e631	8
e632	7
e633	6
e634	11
e635	14
e636	13
e640	5
e641	4
e642	3
e643	2
e644	2
e646	3
e647	2
e648	7
e649	6
e650	6
e652	7
e653	7
e654	11
e655	6
e657	5
e665	8
e666	7
e667	6
e668	6
e669	6
e671	6
e672	7
e673	10
e674	11
e675	6
e676	6
e677	6
e680	8
e681	8
e682	5
e683	3
e684	9
e685	5
e686	1
e688	3
e690	12
e692	16
e696	13
e697	12
e698	6
e700	8
e701	1
e702	4
e703	5
e704	4
e705	12
e706	9
e707	3
e708	4
e709	3
e710	3
e712	3
e713	4
e714	3
e715	3
e719	14
e720	7
e721	6
e722	6
e723	10
e724	10
e725	10
e726	10
e727	9
e728	13
e729	11
e730	11
e731	11
e732	10
e733	13
e734	11
e735	11
e736	10
