e2	12
e3	13
e4	12
e5	11
e6	9
e7	10
e8	9
e14	8
e15	10
e16	10
e17	14
e18	16
e20	16
e21	16
e22	15
e23	16
e24	13
e25	10
e26	9
e27	7
e31	15
e33	1
e34	3
e35	2
e36	4
e37	3
e39	4
e41	10
e42	14
e43	15
e44	16
e45	16
e46	15
e58	16
e59	16
e60	16
e61	16
e62	16
e63	16
e65	16
e66	15
e67	16
e68	16
e69	15
e72	12
e73	11
e74	12
e75	8
e76	7
e77	6
e78	6
e79	8
e80	11
e81	16
e82	11
e84	11
e85	11
e86	12
e89	14
e90	14
e91	14
e92	14
e93	13
e94	13
e95	13
e97	14
e98	14
e99	13
e100	13
e101	10
e102	15
e103	15
e105	14
e106	14
e107	14
e108	13
e109	14
e110	13
e111	16
e112	15
e113	14
e114	14
e117	14
e119	15
e120	15
e121	16
e122	15
e123	14
e124	14
e125	14
e126	14
e127	16
e128	14
e129	14
e130	13
e133	13
e134	16
e135	15
e136	16
e137	15
e138	16
e139	14
e140	14
e141	14
e142	13
e143	16
e144	15
e145	12
e146	15
e147	15
e149	8
e152	4
e154	2
e156	4
e157	4
e158	4
e159	4
e160	3
e161	3
e166	4
e167	4
e168	3
e170	4
e171	7
e172	4
e174	6
e175	6
e176	6
e177	7
e178	7
e179	1
e180	2
e181	4
e182	1
e183	6
e184	2
e186	9
e190	13
e191	10
e193	14
e194	2
e197	9
e198	7
e199	6
e200	7
e201	10
e203	8
e205	7
e206	7
e207	8
e208	7
e209	7
e210	7
e211	8
e212	8
e213	8
e214	5
e215	6
e217	8
e218	7
e219	7
e220	7
e221	7
e222	7
e223	7
e224	7
e226	5
e227	1
e229	5
e230	3
e232	5
e234	6
e235	6
e236	6
e239	7
e241	6
e242	6
e243	5
e244	6
e245	5
e246	6
e247	2
e248	10
e249	10
e250	7
e251	7
e252	7
e254	6
e255	7
e256	6
e258	5
e259	6
e260	5
e262	4
e263	4
e264	8
e266	8
e268	8
e269	9
e270	10
e272	9
e273	7
e274	10
e275	9
e276	3
e277	3
e278	1
e279	3
e280	1
e281	3
e282	2
e283	3
e284	5
e286	7
e288	8
e293	11
e294	12
e295	12
e296	13
e297	13
e300	1
e303	1
e304	8
e305	6
e306	6
e310	8
e311	9
e312	9
e313	8
e314	8
e315	8
e316	7
e317	7
e318	5
e319	8
e321	6
e322	7
e323	6
e324	8
e325	3
e326	9
e327	3
e328	3
e329	3
e330	1
e331	1
e332	4
e333	4
e334	2
e335	1
e336	2
e337	2
e338	1
e339	1
e340	7
e341	9
e342	6
e343	2
e344	1
e346	4
e347	3
e348	3
e349	2
e350	4
e351	4
e353	8
e358	13
e359	14
e362	15
e363	9
e364	14
e365	13
e366	13
e367	13
e368	14
e369	15
e370	16
e372	13
e374	7
e375	7
e376	10
e377	8
e378	11
e379	10
e381	15
e382	8
e391	8
e392	6
e393	7
e395	7
e396	4
e397	11
e402	1
e403	2
e404	4
e405	2
e406	2
e407	8
e408	10
e409	12
e411	7
e413	14
e414	11
e415	8
e416	6
e417	9
e418	6
e420	6
e422	7
e423	5
e424	6
e425	6
e426	8
e427	6
e428	6
e429	6
e430	6
e431	6
e432	6
e433	6
e434	6
e436	2
e437	4
e439	3
e440	10
e441	10
e442	11
e443	9
e445	4
e449	11
e450	10
e456	4
e457	13
e460	5
e461	5
e463	6
e464	5
e467	5
e468	3
e471	4
e473	4
e474	4
e475	4
e476	4
e479	6
e484	5
e485	5
e486	4
e488	4
e489	5
e490	5
e492	9
e494	6
e496	6
e498	5
e499	5
e500	5
e503	7
e504	9
e505	10
e506	9
e507	10
e511	11
e513	4
e514	7
e518	6
e521	5
e522	4
e523	3
e524	3
e525	6
e526	3
e527	7
e528	7
e529	7
e530	7
e532	7
e533	7
e535	7
e536	7
e537	7
e538	7
e540	4
e541	2
e542	1
e546	9
e548	9
e549	10
e550	10
e553	1
e554	9
e557	8
e559	6
e560	5
e561	5
e562	4
e563	4
e564	4
e565	4
e568	6
e569	6
e570	5
e571	3
e573	5
e575	9
e576	4
e577	7
e578	3
e580	10
e581	12
e582	12
e583	13
e584	16
e590	10
e591	12
e592	15
e593	13
e594	12
e596	14
e597	15
e602	3
e603	3
e605	2
e608	5
e609	6
e610	6
e611	5
e612	5
e613	5
e616	8
e617	7
e618	4
e619	5
e620	7
e623	9
e624	3
e626	8
e627	11
e628	9
e630	9
e632	6
e633	4
e634	3
e636	2
e637	1
e641	1
e642	2
e643	3
e645	1
e646	4
e647	5
e648	3
e649	6
e650	5
e651	12
e652	10
e653	1
e654	2
e655	7
